#  q,  S(q) neutrons
  19.4093286615        1.0003127917
  19.4583696381        1.0015319793
  19.5074106148        1.0019692921
  19.5564515914        1.0019918598
  19.6054925681        1.0020381336
  19.6545335448        1.0025265147
  19.7035745214        1.0037697729
  19.7526154981        1.0059105497
  19.8016564747        1.0088891309
  19.8506974514        1.0124486652
  19.8997384280        1.0161762236
  19.9487794047        1.0195717753
  19.9978203813        1.0221324160
  20.0468613580        1.0234368302
  20.0959023346        1.0232153517
  20.1449433113        1.0213939433
  20.1939842879        1.0181053462
  20.2430252646        1.0136665876
  20.2920662413        1.0085278948
  20.3411072179        1.0032027856
  20.3901481946        0.9981918974
  20.4391891712        0.9939135604
  20.4882301479        0.9906522317
  20.5372711245        0.9885321472
  20.5863121012        0.9875186853
  20.6353530778        0.9874449081
  20.6843940545        0.9880564912
  20.7334350311        0.9890654974
  20.7824760078        0.9902026370
  20.8315169844        0.9912588065
  20.8805579611        0.9921095034
  20.9295989377        0.9927195163
  20.9786399144        0.9931293345
  21.0276808911        0.9934281771
  21.0767218677        0.9937207993
  21.1257628444        0.9940958884
  21.1748038210        0.9946028897
  21.2238447977        0.9952417694
  21.2728857743        0.9959670760
  21.3219267510        0.9967043879
  21.3709677276        0.9973745067
  21.4200087043        0.9979191357
  21.4690496809        0.9983215731
  21.5180906576        0.9986171557
  21.5671316342        0.9988905396
  21.6161726109        0.9992598791
  21.6652135876        0.9998509358
  21.7142545642        1.0007664854
  21.7632955409        1.0020576078
  21.8123365175        1.0037032806
  21.8613774942        1.0056031738
  21.9104184708        1.0075859726
  21.9594594475        1.0094324378
  22.0085004241        1.0109093960
  22.0575414008        1.0118085256
  22.1065823774        1.0119826699
  22.1556233541        1.0113726831
  22.2046643307        1.0100194921
  22.2537053074        1.0080587977
  22.3027462840        1.0056991357
  22.3517872607        1.0031872266
  22.4008282374        1.0007670306
  22.4498692140        0.9986402013
  22.4989101907        0.9969354364
  22.5479511673        0.9956925663
  22.5969921440        0.9948644158
  22.6460331206        0.9943360386
  22.6950740973        0.9939575150
  22.7441150739        0.9935837823
  22.7931560506        0.9931134620
  22.8421970272        0.9925186719
  22.8912380039        0.9918593847
  22.9402789805        0.9912787487
  22.9893199572        0.9909793976
  23.0383609339        0.9911844888
  23.0874019105        0.9920903136
  23.1364428872        0.9938192306
  23.1854838638        0.9963820056
  23.2345248405        0.9996572911
  23.2835658171        1.0033931690
  23.3326067938        1.0072318795
  23.3816477704        1.0107547505
  23.4306887471        1.0135406422
  23.4797297237        1.0152286190
  23.5287707004        1.0155745223
  23.5778116770        1.0144918635
  23.6268526537        1.0120698733
  23.6758936304        1.0085652373
  23.7249346070        1.0043683796
  23.7739755837        0.9999493926
  23.8230165603        0.9957921107
  23.8720575370        0.9923268012
  23.9210985136        0.9898721630
  23.9701394903        0.9885957300
  24.0191804669        0.9884986620
  24.0682214436        0.9894267977
  24.1172624202        0.9911054560
  24.1663033969        0.9931915547
  24.2153443735        0.9953338329
  24.2643853502        0.9972307950
  24.3134263268        0.9986766089
  24.3624673035        0.9995874864
  24.4115082802        1.0000046199
  24.4605492568        1.0000739366
  24.5095902335        1.0000070132
  24.5586312101        1.0000307808
  24.6076721868        1.0003355525
  24.6567131634        1.0010311241
  24.7057541401        1.0021191873
  24.7547951167        1.0034873269
  24.8038360934        1.0049259767
  24.8528770700        1.0061655499
  24.9019180467        1.0069272801
  24.9509590233        1.0069787279
