#  q,  S(q) neutrons
   9.3455811994        0.9988217159
   9.3946546125        1.0093830737
   9.4437280257        1.0193920864
   9.4928014389        1.0280190027
   9.5418748521        1.0345843845
   9.5909482652        1.0386666883
   9.6400216784        1.0401728146
   9.6890950916        1.0393575432
   9.7381685047        1.0367859209
   9.7872419179        1.0332423319
   9.8363153311        1.0295995180
   9.8853887442        1.0266684901
   9.9344621574        1.0250546185
   9.9835355706        1.0250452435
  10.0326089837        1.0265497017
  10.0816823969        1.0291043144
  10.1307558101        1.0319439587
  10.1798292232        1.0341302094
  10.2289026364        1.0347157495
  10.2779760496        1.0329177010
  10.3270494627        1.0282700889
  10.3761228759        1.0207283886
  10.4251962891        1.0107066836
  10.4742697022        0.9990391331
  10.5233431154        0.9868703108
  10.5724165286        0.9754912701
  10.6214899417        0.9661477298
  10.6705633549        0.9598518201
  10.7196367681        0.9572284624
  10.7687101813        0.9584216882
  10.8177835944        0.9630760566
  10.8668570076        0.9703955900
  10.9159304208        0.9792695822
  10.9650038339        0.9884435624
  11.0140772471        0.9967065570
  11.0631506603        1.0030637999
  11.1122240734        1.0068674610
  11.1612974866        1.0078860722
  11.2103708998        1.0063045607
  11.2594443129        1.0026590533
  11.3085177261        0.9977216315
  11.3575911393        0.9923580514
  11.4066645524        0.9873847584
  11.4557379656        0.9834498971
  11.5048113788        0.9809569466
  11.5538847919        0.9800404191
  11.6029582051        0.9805926362
  11.6520316183        0.9823309798
  11.7011050314        0.9848880281
  11.7501784446        0.9879038820
  11.7992518578        0.9911011871
  11.8483252710        0.9943284439
  11.8973986841        0.9975649738
  11.9464720973        1.0008896786
  11.9955455105        1.0044236450
  12.0446189236        1.0082620948
  12.0936923368        1.0124130849
  12.1427657500        1.0167584141
  12.1918391631        1.0210468894
  12.2409125763        1.0249226311
  12.2899859895        1.0279830774
  12.3390594026        1.0298545112
  12.3881328158        1.0302687295
  12.4372062290        1.0291238136
  12.4862796421        1.0265149832
  12.5353530553        1.0227276133
  12.5844264685        1.0181923844
  12.6334998816        1.0134105866
  12.6825732948        1.0088641020
  12.7316467080        1.0049281765
  12.7807201211        1.0018049674
  12.8297935343        0.9994919831
  12.8788669475        0.9977926685
  12.9279403606        0.9963678834
  12.9770137738        0.9948186024
  13.0260871870        0.9927835388
  13.0751606002        0.9900319468
  13.1242340133        0.9865323291
  13.1733074265        0.9824821407
  13.2223808397        0.9782910211
  13.2714542528        0.9745191644
  13.3205276660        0.9717813733
  13.3696010792        0.9706343594
  13.4186744923        0.9714685509
  13.4677479055        0.9744252685
  13.5168213187        0.9793556757
  13.5658947318        0.9858302204
  13.6149681450        0.9931978322
  13.6640415582        1.0006847367
  13.7131149713        1.0075152179
  13.7621883845        1.0130324539
  13.8112617977        1.0167974973
  13.8603352108        1.0186485834
  13.9094086240        1.0187104415
  13.9584820372        1.0173527186
  14.0075554503        1.0151061962
  14.0566288635        1.0125533494
  14.1057022767        1.0102144724
  14.1547756899        1.0084511858
  14.2038491030        1.0074055576
  14.2529225162        1.0069860231
  14.3019959294        1.0069021294
  14.3510693425        1.0067406408
  14.4001427557        1.0060675197
  14.4492161689        1.0045352845
  14.4982895820        1.0019741742
  14.5473629952        0.9984486179
  14.5964364084        0.9942671093
  14.6455098215        0.9899424639
  14.6945832347        0.9861089072
  14.7436566479        0.9834107165
  14.7927300610        0.9823826822
  14.8418034742        0.9833444350
  14.8908768874        0.9863284037
  14.9399503005        0.9910552588
  14.9890237137        0.9969622766
  15.0380971269        1.0032806803
  15.0871705400        1.0091493818
  15.1362439532        1.0137462141
  15.1853173664        1.0164147924
  15.2343907796        1.0167660490
  15.2834641927        1.0147380093
  15.3325376059        1.0106046220
  15.3816110191        1.0049331062
  15.4306844322        0.9984977598
  15.4797578454        0.9921650368
  15.5288312586        0.9867688176
  15.5779046717        0.9829955710
  15.6269780849        0.9812965581
  15.6760514981        0.9818389657
  15.7251249112        0.9845009235
  15.7741983244        0.9889080395
  15.8232717376        0.9945026641
  15.8723451507        1.0006325971
  15.9214185639        1.0066440215
  15.9704919771        1.0119642117
  16.0195653902        1.0161626736
  16.0686388034        1.0189840883
  16.1177122166        1.0203517739
  16.1667856297        1.0203453671
  16.2158590429        1.0191601989
  16.2649324561        1.0170578605
  16.3140058692        1.0143175524
  16.3630792824        1.0111961793
  16.4121526956        1.0079023071
  16.4612261088        1.0045857077
  16.5102995219        1.0013410031
  16.5593729351        0.9982214703
  16.6084463483        0.9952577704
  16.6575197614        0.9924763207
  16.7065931746        0.9899130809
  16.7556665878        0.9876202996
  16.8047400009        0.9856657960
  16.8538134141        0.9841261497
  16.9028868273        0.9830763752
  16.9519602404        0.9825790643
  17.0010336536        0.9826756010
  17.0501070668        0.9833810789
  17.0991804799        0.9846832919
  17.1482538931        0.9865449879
  17.1973273063        0.9889077767
  17.2464007194        0.9916958607
  17.2954741326        0.9948181455
  17.3445475458        0.9981681535
  17.3936209589        1.0016222541
  17.4426943721        1.0050377241
  17.4917677853        1.0082527621
  17.5408411985        1.0110905944
  17.5899146116        1.0133691714
  17.6389880248        1.0149167488
  17.6880614380        1.0155921452
  17.7371348511        1.0153069829
  17.7862082643        1.0140461259
  17.8352816775        1.0118821131
  17.8843550906        1.0089798183
  17.9334285038        1.0055888336
  17.9825019170        1.0020229921
  18.0315753301        0.9986286725
  18.0806487433        0.9957456535
  18.1297221565        0.9936658829
  18.1787955696        0.9925962636
  18.2278689828        0.9926312521
  18.2769423960        0.9937397341
  18.3260158091        0.9957684883
  18.3750892223        0.9984619523
  18.4241626355        1.0014954134
  18.4732360486        1.0045166336
  18.5223094618        1.0071896523
  18.5713828750        1.0092343173
  18.6204562881        1.0104559909
  18.6695297013        1.0107616878
  18.7186031145        1.0101612735
  18.7676765277        1.0087548514
  18.8167499408        1.0067096245
  18.8658233540        1.0042309781
  18.9148967672        1.0015330287
  18.9639701803        0.9988134119
  19.0130435935        0.9962357532
  19.0621170067        0.9939214113
  19.1111904198        0.9919500793
  19.1602638330        0.9903671052
  19.2093372462        0.9891942642
  19.2584106593        0.9884404081
  19.3074840725        0.9881089275
  19.3565574857        0.9882001663
  19.4056308988        0.9887085086
  19.4547043120        0.9896154576
  19.5037777252        0.9908812696
  19.5528511383        0.9924382980
  19.6019245515        0.9941890055
  19.6509979647        0.9960106342
  19.7000713778        0.9977669889
  19.7491447910        0.9993260178
  19.7982182042        1.0005802577
  19.8472916174        1.0014661355
  19.8963650305        1.0019778429
  19.9454384437        1.0021721623
  19.9945118569        1.0021621251
  20.0435852700        1.0020994801
  20.0926586832        1.0021482350
  20.1417320964        1.0024535494
  20.1908055095        1.0031115712
  20.2398789227        1.0041461036
  20.2889523359        1.0054971457
  20.3380257490        1.0070244463
  20.3870991622        1.0085265680
  20.4361725754        1.0097730353
  20.4852459885        1.0105444892
  20.5343194017        1.0106739130
  20.5833928149        1.0100813352
  20.6324662280        1.0087951382
  20.6815396412        1.0069551560
  20.7306130544        1.0047958052
  20.7796864675        1.0026110527
  20.8287598807        1.0007064422
  20.8778332939        0.9993460449
  20.9269067070        0.9987035484
  20.9759801202        0.9988264491
  21.0250535334        0.9996204376
  21.0741269466        1.0008578422
  21.1232003597        1.0022099367
  21.1722737729        1.0032987286
  21.2213471861        1.0037602515
  21.2704205992        1.0033090569
  21.3194940124        1.0017929771
  21.3685674256        0.9992284844
  21.4176408387        0.9958099220
  21.4667142519        0.9918900767
  21.5157876651        0.9879342906
  21.5648610782        0.9844547722
  21.6139344914        0.9819351960
  21.6630079046        0.9807574654
  21.7120813177        0.9811423347
  21.7611547309        0.9831134570
  21.8102281441        0.9864906917
  21.8593015572        0.9909137939
  21.9083749704        0.9958927289
  21.9574483836        1.0008766176
  22.0065217967        1.0053304441
  22.0555952099        1.0088076186
  22.1046686231        1.0110074245
  22.1537420363        1.0118091028
  22.2028154494        1.0112783353
  22.2518888626        1.0096464575
  22.3009622758        1.0072670764
  22.3500356889        1.0045581374
  22.3991091021        1.0019393428
  22.4481825153        0.9997749076
  22.4972559284        0.9983300147
  22.5463293416        0.9977463760
  22.5954027548        0.9980386137
  22.6444761679        0.9991094695
  22.6935495811        1.0007787986
  22.7426229943        1.0028194587
  22.7916964074        1.0049928202
  22.8407698206        1.0070777036
  22.8898432338        1.0088887700
  22.9389166469        1.0102832354
  22.9879900601        1.0111576177
  23.0370634733        1.0114384379
  23.0861368864        1.0110719307
  23.1352102996        1.0100176397
  23.1842837128        1.0082493466
  23.2333571259        1.0057644443
  23.2824305391        1.0026001499
  23.3315039523        0.9988524882
  23.3805773655        0.9946923642
  23.4296507786        0.9903726930
  23.4787241918        0.9862216459
  23.5277976050        0.9826194639
  23.5768710181        0.9799595511
  23.6259444313        0.9785980760
  23.6750178445        0.9787993409
  23.7240912576        0.9806860717
  23.7731646708        0.9842040513
  23.8222380840        0.9891089936
  23.8713114971        0.9949803878
  23.9203849103        1.0012627332
  23.9694583235        1.0073298685
  24.0185317366        1.0125638252
  24.0676051498        1.0164366267
  24.1166785630        1.0185823071
  24.1657519761        1.0188474492
  24.2148253893        1.0173116299
  24.2638988025        1.0142738492
  24.3129722156        1.0102065217
  24.3620456288        1.0056839862
  24.4111190420        1.0012967818
  24.4601924552        0.9975653861
  24.5092658683        0.9948672429
  24.5583392815        0.9933886854
  24.6074126947        0.9931091366
  24.6564861078        0.9938194838
  24.7055595210        0.9951707289
  24.7546329342        0.9967439166
  24.8037063473        0.9981288544
  24.8527797605        0.9989978412
  24.9018531737        0.9991617530
  24.9509265868        0.9985991613
