#  q,  S(q) neutrons
  14.2533708859        1.0009541644
  14.3024422517        1.0082973989
  14.3515136175        1.0154762896
  14.4005849833        1.0219086852
  14.4496563491        1.0270841459
  14.4987277149        1.0306346603
  14.5477990808        1.0323836310
  14.5968704466        1.0323649222
  14.6459418124        1.0308088654
  14.6950131782        1.0280978060
  14.7440845440        1.0246990216
  14.7931559099        1.0210867190
  14.8422272757        1.0176666232
  14.8912986415        1.0147160780
  14.9403700073        1.0123496929
  14.9894413731        1.0105159234
  15.0385127389        1.0090243853
  15.0875841048        1.0075982076
  15.1366554706        1.0059412956
  15.1857268364        1.0038078088
  15.2347982022        1.0010609041
  15.2838695680        0.9977098886
  15.3329409339        0.9939189588
  15.3820122997        0.9899859446
  15.4310836655        0.9862949539
  15.4801550313        0.9832515410
  15.5292263971        0.9812121521
  15.5782977629        0.9804205792
  15.6273691288        0.9809628383
  15.6764404946        0.9827485280
  15.7255118604        0.9855219682
  15.7745832262        0.9889011238
  15.8236545920        0.9924374485
  15.8727259579        0.9956862033
  15.9217973237        0.9982751214
  15.9708686895        0.9999597763
  16.0199400553        1.0006565249
  16.0690114211        1.0004479548
  16.1180827869        0.9995606100
  16.1671541528        0.9983195259
  16.2162255186        0.9970879431
  16.2652968844        0.9962028453
  16.3143682502        0.9959173322
  16.3634396160        0.9963593047
  16.4125109819        0.9975128344
  16.4615823477        0.9992245302
  16.5106537135        1.0012329287
  16.5597250793        1.0032151820
  16.6087964451        1.0048427032
  16.6578678109        1.0058363494
  16.7069391768        1.0060122618
  16.7560105426        1.0053114575
  16.8050819084        1.0038092424
  16.8541532742        1.0017039293
  16.9032246400        0.9992875856
  16.9522960058        0.9969040922
  17.0013673717        0.9949012983
  17.0504387375        0.9935843781
  17.0995101033        0.9931766974
  17.1485814691        0.9937928500
  17.1976528349        0.9954263937
  17.2467242008        0.9979526112
  17.2957955666        1.0011446934
  17.3448669324        1.0047003470
  17.3939382982        1.0082750664
  17.4430096640        1.0115181531
  17.4920810298        1.0141078806
  17.5411523957        1.0157827974
  17.5902237615        1.0163668446
  17.6392951273        1.0157866042
  17.6883664931        1.0140795256
  17.7374378589        1.0113924273
  17.7865092248        1.0079700191
  17.8355805906        1.0041337416
  17.8846519564        1.0002519492
  17.9337233222        0.9967033837
  17.9827946880        0.9938369124
  18.0318660538        0.9919314725
  18.0809374197        0.9911608496
  18.1300087855        0.9915680849
  18.1790801513        0.9930537746
  18.2281515171        0.9953812273
  18.2772228829        0.9981994512
  18.3262942488        1.0010824907
  18.3753656146        1.0035810802
  18.4244369804        1.0052803660
  18.4735083462        1.0058560021
  18.5225797120        1.0051205763
  18.5716510778        1.0030532494
  18.6207224437        0.9998076260
  18.6697938095        0.9956959592
  18.7188651753        0.9911513419
  18.7679365411        0.9866729752
  18.8170079069        0.9827623352
  18.8660792728        0.9798595843
  18.9151506386        0.9782895818
  18.9642220044        0.9782253169
  19.0132933702        0.9796737300
  19.0623647360        0.9824852058
  19.1114361018        0.9863841422
  19.1605074677        0.9910146169
  19.2095788335        0.9959928892
  19.2586501993        1.0009577009
  19.3077215651        1.0056102045
  19.3567929309        1.0097376769
  19.4058642967        1.0132185240
  19.4549356626        1.0160097946
  19.5040070284        1.0181217975
  19.5530783942        1.0195867869
  19.6021497600        1.0204296027
  19.6512211258        1.0206474397
  19.7002924917        1.0202037127
  19.7493638575        1.0190377340
  19.7984352233        1.0170882636
  19.8475065891        1.0143256812
  19.8965779549        1.0107852441
  19.9456493207        1.0065931306
  19.9947206866        1.0019779231
  20.0437920524        0.9972627277
  20.0928634182        0.9928367968
  20.1419347840        0.9891096373
  20.1910061498        0.9864543415
  20.2400775157        0.9851495310
  20.2891488815        0.9853302878
  20.3382202473        0.9869575089
  20.3872916131        0.9898123683
  20.4363629789        0.9935184475
  20.4854343447        0.9975893328
  20.5345057106        1.0014949308
  20.5835770764        1.0047362630
  20.6326484422        1.0069167351
  20.6817198080        1.0077981856
  20.7307911738        1.0073323974
  20.7798625397        1.0056628049
  20.8289339055        1.0030961483
  20.8780052713        1.0000489312
  20.9270766371        0.9969778238
  20.9761480029        0.9943058494
  21.0252193687        0.9923568251
  21.0742907346        0.9913089751
  21.1233621004        0.9911751879
  21.1724334662        0.9918126561
  21.2215048320        0.9929594710
  21.2705761978        0.9942910573
  21.3196475637        0.9954859607
  21.3687189295        0.9962890126
  21.4177902953        0.9965605516
  21.4668616611        0.9963030210
  21.5159330269        0.9956604054
  21.5650043927        0.9948908514
  21.6140757586        0.9943175742
  21.6631471244        0.9942669380
  21.7122184902        0.9950047684
  21.7612898560        0.9966821600
  21.8103612218        0.9993002753
  21.8594325876        1.0027002593
  21.9085039535        1.0065800151
  21.9575753193        1.0105350109
  22.0066466851        1.0141162875
  22.0557180509        1.0168960935
  22.1047894167        1.0185305202
  22.1538607826        1.0188092552
  22.2029321484        1.0176849425
  22.2520035142        1.0152781498
  22.3010748800        1.0118579709
  22.3501462458        1.0078021262
  22.3992176116        1.0035434449
  22.4482889775        0.9995113497
  22.4973603433        0.9960772216
  22.5464317091        0.9935113388
  22.5955030749        0.9919567628
  22.6445744407        0.9914225512
  22.6936458066        0.9917955578
  22.7427171724        0.9928673642
  22.7917885382        0.9943709750
  22.8408599040        0.9960210518
  22.8899312698        0.9975516739
  22.9390026356        0.9987467519
  22.9880740015        0.9994599806
  23.0371453673        0.9996232148
  23.0862167331        0.9992440314
  23.1352880989        0.9983946814
  23.1843594647        0.9971954710
  23.2334308306        0.9957957813
  23.2825021964        0.9943555469
  23.3315735622        0.9930292307
  23.3806449280        0.9919533999
  23.4297162938        0.9912381364
  23.4787876596        0.9909618851
  23.5278590255        0.9911690269
  23.5769303913        0.9918694609
  23.6260017571        0.9930397062
  23.6750731229        0.9946253489
  23.7241444887        0.9965449300
  23.7732158546        0.9986954773
  23.8222872204        1.0009597805
  23.8713585862        1.0032152087
  23.9204299520        1.0053434536
  23.9695013178        1.0072401780
  24.0185726836        1.0088232896
  24.0676440495        1.0100385463
  24.1167154153        1.0108614863
  24.1657867811        1.0112952383
  24.2148581469        1.0113645052
  24.2639295127        1.0111067870
  24.3130008785        1.0105625311
  24.3620722444        1.0097662304
  24.4111436102        1.0087404179
  24.4602149760        1.0074940197
  24.5092863418        1.0060256850
  24.5583577076        1.0043316734
  24.6074290735        1.0024168397
  24.6565004393        1.0003064347
  24.7055718051        0.9980560258
  24.7546431709        0.9957569396
  24.8037145367        0.9935352660
  24.8527859025        0.9915435400
  24.9018572684        0.9899455544
  24.9509286342        0.9888961151
